# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-s" "2" "-p" "-t" "transcript" "-g" "gene_id" "--countReadPairs" "-a" "referenceGenome/refgene/hg38.refGene.gtf" "-o" "./counts_matrix.txt" "LOAD/final_alignments/SRR19243439.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243440.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243441.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243442.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243443.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243444.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243478.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243479.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243480.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243481.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243482.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243483.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	LOAD/final_alignments/SRR19243439.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243440.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243441.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243442.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243443.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243444.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243478.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243479.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243480.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243481.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243482.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243483.Aligned.sortedByCoord.out.bam
DDX3Y	chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY	12903999;12904786;12904786;12904786;12904786;12904786;12904786;12904858;12904868;12905705;12905705;12905705;12905705	12920478;12920478;12920478;12920478;12920478;12920478;12920478;12920478;12920478;12920478;12920478;12920478;12920478	+;+;+;+;+;+;+;+;+;+;+;+;+	16480	548	0	2	2	2	495	732	4	0	636	2	778
ZNF771	chr16;chr16	30407414;30407606	30418595;30419409	+;+	11996	219	425	211	261	190	281	233	293	228	321	217	366
SNORA80C	chr16	30419625	30419759	-	135	0	0	0	0	0	0	0	0	0	1	0	0
DCTPP1	chr16;chr16;chr16	30423615;30423615;30423698	30430030;30430030;30429800	-;-;-	6416	26	71	33	27	18	10	50	32	87	29	33	46
TUBA4B	chr2	219253243	219272197	+	18955	2	7	3	0	6	2	6	6	2	3	4	8
OR10D3	chr11	124185216	124186245	+	1030	0	0	0	0	0	0	0	0	0	0	0	0
MIR4518	chr16	30503919	30504001	+	83	0	0	0	0	0	0	0	0	0	0	0	0
ZNF688	chr16;chr16	30569701;30569701	30572407;30572407	-;-	2707	90	156	110	87	67	82	107	120	111	125	91	142
CBX3	chr7;chr7	26201443;26201745	26213607;26213607	+;+	12165	318	476	304	260	261	215	386	273	782	360	349	362
ZNF689	chr16;chr16;chr16;chr16;chr16	30602558;30602558;30602558;30602558;30602558	30610389;30610389;30609828;30610433;30610775	-;-;-;-;-	8218	96	190	109	86	97	61	130	93	154	108	123	129
OR6C2	chr12	55452214	55453152	+	939	0	0	0	0	0	0	0	0	0	0	0	0
SHLD1	chr20;chr20;chr20;chr20	5750387;5750387;5750401;5750401	5864407;5864407;5864395;5773443	+;+;+;+	114021	500	619	336	335	368	364	318	355	439	444	306	496
GHDC	chr17;chr17	42189087;42189087	42194494;42194494	-;-	5408	152	362	162	115	121	130	211	169	264	149	179	214
C3orf70	chr3	185076838	185153060	-	76223	778	703	448	923	513	321	1127	450	723	514	766	1045
POLR3H	chr22;chr22;chr22;chr22;chr22	41525801;41525801;41525801;41525801;41525801	41544489;41544470;41544489;41544606;41544489	-;-;-;-;-	18806	677	1105	586	862	555	626	833	607	822	678	655	914
RBM6	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	49940150;49940150;49940150;49940150;49940150;49940150;49940150;49940150	50077249;50077249;50077249;50077249;50077249;50077249;50077249;50077249	+;+;+;+;+;+;+;+	137100	3466	4962	3481	3218	3169	3580	3476	3210	3494	3822	3693	4735
CCNE2	chr8	94880225	94895254	-	15030	56	32	41	38	31	15	61	25	60	47	57	42
SNORA30	chr16	30710537	30710665	+	129	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724957	chr11	15643885	15705368	+	61484	1	3	3	1	1	6	4	1	1	0	2	1
HOTS	chr11;chr11_KI270721v1_random	1992408;47589	1996294;51476	+;+	7775	0	2	0	0	0	0	4	5	1	0	7	0
CCDC189	chr16;chr16	30757423;30760037	30762062;30762244	-;-	4822	23	53	28	12	25	28	42	56	56	40	39	56
CHTF8	chr16;chr16	69118010;69118010	69132159;69132588	-;-	14579	0	0	0	0	0	0	0	0	0	0	0	0
MIR4519	chr16	30875266	30875323	-	58	0	0	0	0	0	0	0	0	0	0	0	0
MIR762HG	chr16;chr16;chr16	30875460;30875460;30875460	30895218;30895218;30895218	+;+;+	19759	137	171	65	56	114	99	122	123	129	103	160	90
MIR762	chr16	30893903	30893985	+	83	0	0	0	0	0	0	0	0	0	0	0	0
SPRED3	chr19;chr19	38390200;38390292	38399883;38399883	+;+	9684	66	119	83	52	59	54	77	97	142	118	108	119
DNLZ	chr9;chr9	136359483;136359483	136363744;136363744	-;-	4262	39	73	43	51	29	51	53	43	58	62	66	77
LCAT	chr16	67939750	67944120	-	4371	56	73	20	65	41	19	54	24	37	32	57	57
LAMB3	chr1;chr1;chr1	209614873;209614873;209614873	209651334;209652329;209652425	-;-;-	37553	25	79	48	27	21	20	42	38	78	33	53	58
RNPC3	chr1	103525699	103555237	+	29539	973	1217	960	743	1320	799	1233	766	1122	1039	1149	955
CD180	chr5	67179614	67196799	-	17186	21	4	4	9	3	3	9	2	12	16	2	14
ZNF594	chr17	5179535	5191868	-	12334	460	703	321	331	650	492	539	397	618	509	533	495
PYCARD-AS1	chr16	31201885	31203452	+	1568	3	5	1	3	0	1	5	4	3	1	6	5
LYST	chr1;chr1;chr1	235661031;235661041;235826323	235883708;235866906;235883713	-;-;-	222683	2426	3339	2243	1860	1673	1532	2734	1735	3546	2768	2456	3185
SRP14	chr15;chr15	40035690;40035690	40039202;40039181	-;-	3513	389	928	358	355	173	200	434	339	874	435	387	516
SRP9	chr1;chr1	225777813;225777813	225790466;225790466	+;+	12654	457	439	371	526	207	185	480	231	887	371	450	471
BHLHE40	chr3	4979437	4985323	+	5887	824	2132	878	973	689	507	861	968	2342	1225	869	1601
TOMM34	chr20	44942130	44960397	-	18268	143	493	210	139	114	158	156	172	442	240	203	302
AGPS	chr2	177392773	177543834	+	151062	728	955	738	708	419	489	740	439	1282	955	643	969
RRAD	chr16;chr16	66921679;66921685	66925536;66925535	-;-	3858	24	13	176	36	15	24	14	9	15	7	10	22
TWF2	chr3	52228612	52239158	-	10547	209	526	216	154	130	175	226	203	539	273	222	380
PARG	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	49818274;49818274;49818274;49818274;49818274;49818274;49818274;49818274;49818274;49818274;49818274;49818274	49942027;49942027;49942027;49942027;49942027;49942027;49942027;49942027;49942027;49942027;49942027;49942027	-;-;-;-;-;-;-;-;-;-;-;-	123754	739	1044	703	553	464	571	701	522	1182	841	695	884
PPM1D	chr17	60600193	60666279	+	66087	415	529	685	489	240	365	490	368	490	526	427	694
GALR3	chr22	37823382	37825485	+	2104	2	8	13	12	1	8	8	2	0	5	4	9
APOBEC3H	chr22;chr22;chr22;chr22	39097224;39097244;39097244;39097244	39102605;39104067;39104067;39104067	+;+;+;+	6844	1	1	0	2	0	0	2	0	0	1	1	0
MIR342	chr14	100109655	100109753	+	99	0	0	0	0	0	0	0	0	0	0	0	0
ORC4	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	147930396;147930396;147930396;147930396;147930397;147930397;147930397;147930397	148020737;148020737;148020737;148020737;148021604;148020737;148020761;148020747	-;-;-;-;-;-;-;-	91209	779	1252	1117	816	392	649	817	531	1700	1163	952	1283
MIR302D	chr4	112648004	112648071	-	68	0	0	0	0	0	0	0	0	0	0	0	0
LINC02190	chr16	31546698	31553567	-	6870	0	0	1	0	0	0	0	0	0	0	0	0
FRG2KP	chr16	31563222	31567715	-	4494	0	0	0	0	0	0	0	0	0	0	0	0
YBX3P1	chr16	31567767	31569524	-	1758	0	0	0	0	0	0	0	0	0	0	0	0
CLUHP3	chr16	31700613	31707424	+	6812	129	288	137	87	145	133	134	164	185	209	174	214
CD7	chr17	82314873	82317608	-	2736	3	4	4	5	2	0	3	2	3	3	7	6
LOC102723753	chr16;chr16_KI270728v1_random	32152112;1001630	32188113;1037618	-;+	71991	1	11	5	3	2	4	6	11	10	1	3	8
HERC2P4	chr16	32170043	32188113	-	18071	0	0	0	0	0	0	0	0	0	0	0	0
LOC390705	chr16;chr16	32289547;33495801	32289981;33496235	-;-	870	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369266	chr16;chr16;chr16;chr16	32650143;33313921;33370460;33469231	32666546;33330341;33386880;33485662	+;-;-;-	65678	0	0	0	0	0	0	0	0	0	0	0	1
TP53TG3E	chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16_KI270728v1_random;chr16_KI270728v1_random;chr16_KI270728v1_random;chr16_KI270728v1_random	32673521;32673521;32673521;32673524;33194281;33194281;33194281;33194281;33304361;33304361;33304361;33304361;33360896;33360896;33360896;33360896;33459667;33459667;33459667;33459667;17251;17251;17251;17251	32676110;32676110;32676110;32676110;33196862;33196865;33196865;33196865;33306942;33306945;33306945;33306945;33363482;33363485;33363485;33363485;33462253;33462256;33462256;33462256;19837;19840;19840;19840	-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	15530	0	0	0	0	0	0	0	0	0	0	0	0
SMC4	chr3;chr3;chr3	160399650;160399650;160400559	160434953;160434953;160434953	+;+;+	35304	113	106	118	99	90	57	144	62	185	116	110	174
RFTN1	chr3	16315845	16513699	-	197855	1689	2856	1661	960	1059	1644	1337	1092	1667	1807	1524	2125
SLC6A10P	chr16	32877476	32885142	-	7667	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929479	chr15;chr15	85205007;85206314	85234781;85234795	-;-	29789	28	65	13	5	12	18	15	17	3	16	23	19
OR4K1	chr14	19935608	19936683	+	1076	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724135	chr15;chr15	84199312;84443446	84230136;84474245	-;+	61625	23	7	16	3	11	12	4	1	8	5	7	6
DPY19L2P3	chr7;chr7	29685154;29685154	29688243;29742621	+;+	57468	153	195	183	63	110	116	134	106	181	149	224	153
OR8J3	chr11	56136771	56137718	-	948	0	0	0	0	0	0	0	0	0	0	0	0
RIMBP3C	chr22;chr22	21383374;21545669	21389166;21551461	+;-	11586	0	0	0	0	0	0	0	0	0	0	0	0
C12orf77	chr12	24993431	24997465	-	4035	0	0	0	0	0	0	0	0	1	0	0	0
SLITRK3	chr3;chr3;chr3	165186720;165186720;165186720	165197109;165196871;165196384	-;-;-	10390	315	662	359	185	230	216	334	337	721	381	420	367
LOC112267983	chr7	39947521	39949419	-	1899	10	28	9	6	5	8	13	9	33	9	15	20
ENPP7P13	chr16;chr16;chr16_KI270728v1_random;chr16_KI270728v1_random	33769377;33769377;1331815;1331815	33784275;33784275;1346848;1346848	+;+;-;-	29933	0	2	1	0	2	0	0	1	1	1	1	1
CCNYL3	chr16;chr16	34351500;35030349	34381480;35060328	-;+	59961	0	0	0	0	0	0	0	0	1	0	0	0
CSF2RB	chr22	36913628	36940437	+	26810	32	46	19	80	24	15	54	15	31	48	51	91
UBE2MP1	chr16	35169431	35170391	-	961	0	1	0	0	0	0	0	0	1	0	0	0
LOC112268173	chr16;chr16	35195759;35195759	35197548;35197548	+;+	1790	0	0	0	0	0	0	0	0	0	0	0	0
LINC01566	chr16;chr16	35363416;35363531	35391713;35390584	+;+	28298	0	0	0	0	0	0	0	0	0	0	0	0
FRG2DP	chr16	35477414	35480596	-	3183	1	0	0	0	0	0	0	0	1	0	1	0
TP53TG3HP	chr16;chr16	35505088;35505088	35507170;35507170	-;-	2083	0	0	0	0	0	0	0	0	0	0	0	0
LINC02167	chr16	35746552	35756624	+	10073	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD26P1	chr16	46469337	46569097	-	99761	4	6	3	2	25	3	1	1	1	3	1	1
IL12B	chr5	159314780	159330487	-	15708	0	0	0	0	0	0	0	0	0	0	0	0
IL9R	chrX;chrX;chrY;chrY	155997696;155997696;57184216;57184216	156010817;156010817;57197337;57197337	+;+;+;+	26244	0	0	0	0	0	0	0	0	0	0	0	0
METTL23	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76726830;76726830;76726830;76726830;76726830;76726830;76726830;76726830;76726830;76726830	76733881;76733881;76733881;76733881;76733881;76733881;76733881;76733881;76733881;76733881	+;+;+;+;+;+;+;+;+;+	7052	69	94	88	101	52	64	80	44	94	61	104	99
LINC00261	chr20	22560554	22578642	-	18089	0	0	0	0	0	0	0	0	0	0	0	0
BCYRN1	chr2	47335315	47335514	+	200	66	160	180	86	60	156	158	119	163	100	223	168
TET2	chr4;chr4	105145875;105146685	105242771;105279803	+;+	133929	1208	1293	950	1078	760	646	1183	701	1593	1240	1091	1550
SNORD148	chr16	46886421	46886474	-	54	0	0	0	0	0	0	0	0	0	0	0	1
ITFG1-AS1	chr16;chr16	47144068;47144068	47162746;47162746	+;+	18679	11	24	6	4	7	9	10	5	19	8	18	14
SQLE	chr8	124998505	125022283	+	23779	140	247	342	136	95	98	202	96	315	182	128	269
PYGL	chr14;chr14	50905217;50905217	50944483;50944483	-;-	39267	189	133	125	334	97	46	233	80	150	182	178	399
ABHD5	chr3;chr3;chr3;chr3;chr3	43690870;43690870;43690938;43690938;43691098	43722725;43722725;43734371;43722725;43722725	+;+;+;+;+	43502	357	459	327	394	266	314	423	244	481	346	402	437
LINC02192	chr16	47849314	47887130	-	37817	5	13	7	0	4	9	4	4	16	1	1	4
LINC02133	chr16	47858581	47908431	+	49851	2	6	5	5	9	2	1	8	5	2	8	2
LINC02134	chr16	47965689	47971687	+	5999	0	0	0	0	0	0	0	0	0	0	0	0
CDK5	chr7;chr7	151053815;151053815	151057897;151057897	-;-	4083	92	323	139	86	73	126	86	107	374	145	118	187
SACM1L	chr3;chr3;chr3;chr3	45689396;45689396;45689396;45689396	45745409;45745409;45745409;45745409	+;+;+;+	56014	586	863	713	551	253	359	576	316	1106	736	609	754
HSPA6	chr1	161524540	161526893	+	2354	24	9	24	44	7	20	19	3	12	23	26	351
HSPA4	chr5	133052013	133106449	+	54437	793	1671	1494	1364	456	974	836	723	2093	1397	761	1762
TPM4	chr19;chr19;chr19;chr19;chr19	16067538;16067538;16076495;16076495;16077016	16103002;16103002;16103002;16096744;16103002	+;+;+;+;+	35465	875	1347	724	821	613	622	924	761	1081	1053	922	1521
SCGB2A1	chr11	62208673	62213941	+	5269	1	0	0	0	0	0	0	1	0	0	0	0
LGALS8	chr1;chr1;chr1;chr1	236518214;236523439;236523598;236523982	236552979;236552979;236552972;236552972	+;+;+;+	34766	586	843	514	378	436	402	575	429	1059	829	673	784
PIP4P2	chr8	90993803	91040859	-	47057	405	529	489	493	193	313	413	273	837	524	311	529
ADAM3B	chr16	49517646	49518585	-	940	0	0	0	0	0	0	0	0	0	0	0	0
NDUFAF1	chr15;chr15	41387353;41387353	41402496;41402496	-;-	15144	102	189	75	68	70	75	93	108	190	95	109	115
DUXAP9	chr14;chr14;chr14	19062377;19062377;19303416	19107497;19096609;19337669	+;+;-	79375	6	6	1	1	0	2	5	5	1	6	3	5
PSTPIP2	chr18	45983536	46072260	-	88725	65	50	30	61	36	30	105	48	37	66	89	88
SLC7A8	chr14;chr14;chr14;chr14;chr14	23125295;23125295;23125295;23125295;23125295	23155320;23154450;23183660;23155458;23154393	-;-;-;-;-	58366	827	1846	601	461	666	881	840	854	1164	850	712	1310
BAG1	chr9;chr9;chr9;chr9	33252471;33252471;33252471;33252471	33264708;33264708;33264708;33264708	-;-;-;-	12238	268	496	303	199	191	181	409	295	436	248	273	308
HAUS8	chr19;chr19	17049729;17049761	17075452;17075533	-;-	25805	76	128	60	64	56	60	70	57	47	73	84	93
EMX2	chr10;chr10	117542445;117542746	117549546;117549546	+;+	7102	162	297	138	213	115	64	225	143	147	78	131	217
ZKSCAN3	chr6;chr6;chr6	28349947;28349947;28349947	28369172;28369172;28369172	+;+;+	19226	161	256	55	100	177	114	175	174	261	131	255	145
MIR6771	chr16	50292616	50292675	+	60	0	0	0	0	0	0	0	0	0	0	0	0
GPBAR1	chr2;chr2;chr2;chr2	218259496;218261015;218261015;218261015	218263859;218263861;218263861;218263861	+;+;+;+	4366	1	9	5	1	3	0	5	3	1	3	1	2
LINC02178	chr16	50390916	50395133	-	4218	0	0	0	0	0	0	0	0	0	0	0	0
CDH20	chr18	61333430	61555777	+	222348	6403	5700	5005	10654	3570	3485	6587	3677	5251	5642	5517	8311
LOC101927272	chr16	50668855	50671639	+	2785	11	9	2	8	5	5	12	2	4	7	9	5
SCAF4	chr21;chr21;chr21	31671000;31671000;31671000	31732118;31732118;31732118	-;-;-	61119	656	940	720	659	388	441	708	452	897	803	666	896
FYTTD1	chr3;chr3;chr3	197749553;197749883;197750247	197784446;197787596;197787596	+;+;+	38044	416	640	463	360	276	337	503	403	907	511	453	625
RTL6	chr22	44492583	44498233	-	5651	809	1256	639	785	524	540	774	531	1152	805	692	1144
COQ8A	chr1	226940294	226987544	+	47251	650	1411	736	577	593	800	881	703	894	874	674	1112
ATP13A4	chr3	193398967	193554895	-	155929	1981	1957	837	2478	1045	454	1836	959	1534	659	1466	1302
MIR3181	chr16	50742305	50742377	+	73	0	0	0	0	0	0	0	0	0	0	0	0
LINC02168	chr16	50806672	50807629	+	958	5	6	9	1	4	4	1	3	7	9	6	4
MIR548AI	chr16;chr6	50878773;99124609	51409868;99124696	+;+	531184	1114	985	423	1490	664	629	1060	570	715	896	1070	1395
LINC02127	chr16	51017758	51035777	+	18020	0	0	0	0	0	0	0	0	0	0	0	0
LINC01571	chr16	51762519	51772646	+	10128	0	0	0	0	0	0	0	0	0	0	0	0
LINC00919	chr16	52083065	52085109	-	2045	0	0	0	0	0	0	0	0	0	0	0	0
LINC02180	chr16	52085281	52099067	+	13787	0	0	0	0	0	0	0	0	0	0	0	0
CASC22	chr16	52258564	52280299	+	21736	0	0	1	0	0	0	0	0	0	0	0	0
TMEM231	chr16;chr16;chr16	75536741;75536741;75538117	75556252;75556252;75556286	-;-;-	19546	271	396	192	176	205	158	327	241	294	224	336	315
CASC16	chr16	52552087	52606975	-	54889	1	2	0	0	0	1	0	1	1	0	0	1
LOC105371267	chr16;chr16	53035690;53041485	53052873;53052873	-;-	17184	7	7	20	10	2	2	2	5	3	5	5	6
RAB3A	chr19	18196784	18204042	-	7259	554	2627	762	315	418	458	527	1003	2909	1041	777	1423
ADGRA3	chr4	22387376	22516066	-	128691	953	844	492	1633	423	432	1016	417	794	603	659	1052
STX1A	chr7;chr7	73699210;73699210	73719669;73719669	-;-	20460	767	1826	472	486	848	888	764	684	1711	1252	913	1080
IFNGR1	chr6;chr6;chr6	137197484;137197484;137197484	137219196;137219196;137219430	-;-;-	21947	474	519	307	345	236	155	613	230	758	346	359	469
SAP30L	chr5;chr5;chr5;chr5	154445997;154445997;154445997;154445997	154461053;154461053;154461053;154461053	+;+;+;+	15057	411	731	687	498	363	490	540	453	686	452	465	479
LOC102723373	chr16	53373493	53384259	+	10767	0	0	0	0	0	0	0	0	0	0	0	0
FAM160A1	chr4;chr4	151409176;151409176	151670503;151670503	+;+	261328	397	398	247	135	263	293	217	193	247	235	200	225
HOXB3	chr17;chr17;chr17	48548870;48548870;48548870	48574448;48582379;48575097	-;-;-	33510	7	2	0	1	1	0	2	1	2	0	4	17
ACE	chr17;chr17;chr17	63477061;63484846;63484846	63498373;63498373;63498373	+;+;+	21313	111	301	53	71	91	96	145	141	114	183	152	202
FTO-IT1	chr16	54039393	54040373	+	981	0	0	0	0	0	0	0	0	0	0	0	0
LINC02140	chr16;chr16;chr16	54366007;54366007;54366007	54370699;54370458;54370458	-;-;-	4693	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927480	chr16	54847251	54848233	-	983	0	0	0	0	0	0	0	0	0	0	0	0
CCT7	chr2;chr2;chr2;chr2;chr2;chr2	73234236;73234236;73234236;73234236;73234236;73234308	73253022;73253022;73253022;73253022;73253022;73253005	+;+;+;+;+;+	18787	395	1313	458	417	229	228	438	366	1425	548	386	643
MIR656	chr14	101066724	101066801	+	78	0	3	2	0	3	1	2	3	1	3	0	3
CSTA	chr3	122325248	122341968	+	16721	1	1	0	0	1	0	0	3	0	1	0	5
DEFB1	chr8;chr8_KZ208915v1_fix	6870592;265839	6877936;273168	-;-	14675	2	0	0	1	1	0	1	2	0	0	0	1
MMP2-AS1	chr16	55426797	55462297	-	35501	0	0	0	0	2	0	0	0	0	0	1	1
CAV3	chr3;chr3	8733802;8733802	8746758;8746758	+;+	12957	1	4	1	0	1	0	1	1	0	0	1	1
CASQ1	chr1	160190575	160201886	+	11312	22	117	12	26	23	23	26	32	64	33	32	64
VSTM2A	chr7;chr7;chr7;chr7	54542325;54542325;54542375;54546164	54571080;54571080;54552535;54571080	+;+;+;+	28756	679	2006	806	344	462	534	537	843	1798	1135	674	880
NUP153	chr6;chr6;chr6	17615035;17615035;17615037	17706834;17706834;17706925	-;-;-	91891	890	1424	940	902	692	622	1005	772	1419	1174	1107	1387
BPIFB4	chr20	33081512	33111751	+	30240	0	2	4	0	2	1	0	1	1	0	2	0
CES1P2	chr16	55724925	55750211	+	25287	0	0	0	0	0	0	0	0	0	0	0	0
CES1P1	chr16	55760599	55774914	+	14316	5	0	0	2	0	0	1	0	0	0	0	0
LOC283856	chr16	56092987	56191094	-	98108	347	490	338	275	214	207	364	225	561	380	365	427
RECQL4	chr8	144511284	144517826	-	6543	79	176	122	92	40	100	103	81	82	119	89	259
DKFZP434H168	chr16	56192617	56194525	-	1909	0	4	3	2	0	2	2	4	7	2	2	8
MIR3935	chr16	56245520	56245623	+	104	0	0	0	0	0	0	0	0	0	0	0	0
GPR137B	chr1	236142539	236208907	+	66369	709	1077	594	770	639	634	798	488	716	901	783	1110
TSPAN4	chr11;chr11;chr11;chr11;chr11;chr11;chr11	842824;842852;842852;842941;842941;844081;844446	867116;867111;867111;867116;867116;867116;867116	+;+;+;+;+;+;+	24293	114	147	106	153	76	83	111	52	84	167	76	256
TRIM13	chr13;chr13;chr13;chr13	49997042;49997042;49997042;49997042	50018467;50018467;50018467;50018467	+;+;+;+	21426	220	258	253	223	124	221	253	216	363	256	207	276
OGFOD1	chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16	56451524;56451524;56451524;56451554;56451554;56451554;56451554;56452084	56477495;56477495;56477495;56479102;56479102;56479102;56479102;56477495	+;+;+;+;+;+;+;+	27579	149	308	179	136	131	135	167	167	413	213	200	225
RRBP1	chr20;chr20;chr20	17613678;17613678;17613679	17682283;17682283;17682242	-;-;-	68606	1109	1511	1359	1176	825	741	1218	894	1104	1382	1199	1560
MT1L	chr16	56617461	56618818	+	1358	19	9	36	38	5	8	28	9	13	10	21	29
MT1DP	chr16;chr16	56643687;56643804	56644941;56644941	+;+	1255	0	0	0	0	0	0	0	1	1	1	0	2
MT1IP	chr16;chr16;chr16	56676116;56676116;56676116	56677877;56677877;56677877	+;+;+	1762	2	0	1	0	0	0	1	0	0	0	3	0
ANGPT4	chr20;chr20	869900;869900	916334;916334	-;-	46435	8	13	2	4	2	2	14	7	13	8	3	5
HNRNPAB	chr5;chr5	178204533;178204533	178211163;178211163	+;+	6631	169	284	224	172	97	121	163	138	273	215	141	190
MIR6863	chr16	56904264	56904353	+	90	0	0	0	0	0	0	0	0	0	0	0	0
RASSF7	chr11;chr11;chr11;chr11_KI270832v1_alt;chr11_KI270832v1_alt;chr11_KI270832v1_alt	560970;560970;560970;90626;90626;90626	564025;564025;564025;93681;93681;93681	+;+;+;+;+;+	6112	1	13	2	2	1	3	1	4	9	4	4	3
ADAM12	chr10;chr10;chr10;chr10;chr10	126012391;126012391;126041344;126041344;126041344	126388477;126388477;126388477;126388477;126388477	-;-;-;-;-	376087	477	411	670	754	339	466	606	265	298	475	482	554
HACL1	chr3;chr3;chr3;chr3;chr3	15560701;15560701;15560701;15560701;15560701	15601569;15601569;15601569;15601569;15601569	-;-;-;-;-	40869	489	775	596	405	303	397	465	463	722	552	587	578
ZEB2	chr2;chr2;chr2	144384081;144384081;144511385	144520119;144520119;144520119	-;-;-	136039	7821	6466	4862	5562	3812	3977	7165	4459	6923	6698	8471	7599
GPR153	chr1	6247353	6261098	-	13746	104	191	104	133	129	116	190	152	169	151	98	239
C2CD5	chr12;chr12;chr12;chr12;chr12;chr12	22448546;22448546;22448546;22448546;22448546;22448577	22544546;22544546;22544546;22544546;22544546;22544197	-;-;-;-;-;-	96001	1687	2921	1888	1074	1127	1239	1778	1338	3846	2596	1834	2437
CPT1A	chr11;chr11	68754620;68754883	68841931;68841916	-;-	87312	735	820	370	1114	570	307	904	548	555	461	922	855
DERPC	chr16;chr16;chr16;chr16;chr16;chr16;chr16	69118003;69118009;69118009;69118009;69118009;69118009;69118009	69132159;69132588;69132588;69132588;69132588;69132588;69132159	-;-;-;-;-;-;-	14586	0	1	0	0	0	0	1	0	0	1	0	0
MGAT2	chr14	49620799	49623481	+	2683	58	116	64	68	29	30	83	59	134	68	58	118
NEURL4	chr17;chr17	7315628;7315628	7329335;7329335	-;-	13708	0	0	1	0	0	1	0	2	0	1	1	1
WNK2	chr9;chr9	93184930;93184930	93320572;93319373	+;+	135643	5382	10121	4582	3352	5201	5799	5375	5472	5700	6068	5586	5965
CD3E	chr11	118304730	118316173	+	11444	2	0	0	0	0	0	3	1	5	1	4	0
ATP13A1	chr19	19645201	19663676	-	18476	527	1119	479	425	373	492	649	536	712	641	764	968
PRDM4	chr12	107732871	107761137	-	28267	315	548	371	286	239	242	342	299	611	382	384	417
INTS12	chr4;chr4	105682628;105682628	105708689;105708724	-;-	26097	144	158	120	105	54	72	156	59	161	119	100	141
NLRP2B	chrX	57677067	57680260	-	3194	16	34	14	5	24	20	21	26	26	21	21	16
SNRNP200	chr2	96274338	96305546	-	31209	1449	3007	1176	1271	1356	1025	2009	1360	2698	1590	1864	2135
PCLAF	chr15;chr15;chr15	64364304;64364304;64365012	64381441;64381441;64387687	-;-;-	23384	6	17	20	20	2	10	13	5	10	13	20	26
RCAN1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34516443;34516443;34516443;34516443;34516443;34516443;34516443;34521053	34614446;34526822;34524637;34525467;34613843;34525467;34615113;34527010	-;-;-;-;-;-;-;-	98671	1324	1651	1459	1149	942	1416	1107	876	1483	1777	1181	1731
KIF21A	chr12;chr12;chr12;chr12	39293228;39293228;39293228;39293228	39443120;39443120;39443120;39443120	-;-;-;-	149893	1891	3425	2189	2095	1648	1704	2053	1571	4901	2494	1826	2694
